Kernel type,Num cols,Init buffer size,Num bytes,Num Blocks,Num threads,Kernel Time,Malloc Count,Kernel malloc,Vec malloc,Next buf malloc,Free,Result total len
PrefixSum,2,1024,4000000,128,1024,0.237,0,0,0,0,0,799948
WarpLevel,2,1024,40000000,1,64,155.990,27,2,3,22,26,8000738
PrefixSum,2,1024,40000000,1,64,237.186,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,1,128,79.589,49,4,5,40,48,8000738
PrefixSum,2,1024,40000000,1,128,123.165,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,1,256,42.060,89,8,9,72,88,8000738
PrefixSum,2,1024,40000000,1,256,61.934,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,1,512,22.992,161,16,17,128,160,8000738
PrefixSum,2,1024,40000000,1,512,34.567,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,1,1024,13.820,289,32,33,224,288,8000738
PrefixSum,2,1024,40000000,1,1024,24.391,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,8,64,20.019,161,16,17,128,160,8000738
PrefixSum,2,1024,40000000,8,64,31.097,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,8,128,10.892,289,32,33,224,288,8000738
PrefixSum,2,1024,40000000,8,128,15.792,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,8,256,7.419,513,64,65,384,512,8000738
PrefixSum,2,1024,40000000,8,256,8.154,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,8,512,7.707,897,128,129,640,896,8000738
PrefixSum,2,1024,40000000,8,512,4.638,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,8,1024,18.880,1538,256,258,1024,1537,8000738
PrefixSum,2,1024,40000000,8,1024,4.716,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,32,64,8.185,513,64,65,384,512,8000738
PrefixSum,2,1024,40000000,32,64,8.188,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,32,128,9.855,897,128,129,640,896,8000738
PrefixSum,2,1024,40000000,32,128,4.557,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,32,256,15.941,1538,256,258,1024,1537,8000738
PrefixSum,2,1024,40000000,32,256,3.356,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,32,512,20.775,3075,512,515,2048,3074,8000738
PrefixSum,2,1024,40000000,32,512,4.547,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,32,1024,54.043,5123,1024,1027,3072,5122,8000738
PrefixSum,2,1024,40000000,32,1024,7.533,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,128,64,43.276,1538,256,258,1024,1537,8000738
PrefixSum,2,1024,40000000,128,64,2.570,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,128,128,54.716,3075,512,515,2048,3074,8000738
PrefixSum,2,1024,40000000,128,128,4.201,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,128,256,110.183,5123,1024,1027,3072,5122,8000738
PrefixSum,2,1024,40000000,128,256,7.080,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,128,512,52.459,8196,2048,2052,4096,8195,8000738
PrefixSum,2,1024,40000000,128,512,6.677,0,0,0,0,0,8000738
WarpLevel,2,1024,40000000,128,1024,43.733,12292,4096,4100,4096,12291,8000738
PrefixSum,2,1024,40000000,128,1024,7.770,0,0,0,0,0,8000738
WarpLevel,2,1024,400000000,1,64,1689.350,35,2,3,30,34,80000786
PrefixSum,2,1024,400000000,1,64,2628.130,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,1,128,804.685,65,4,5,56,64,80000786
PrefixSum,2,1024,400000000,1,128,1220.707,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,1,256,408.424,121,8,9,104,120,80000786
PrefixSum,2,1024,400000000,1,256,638.547,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,1,512,205.487,225,16,17,192,224,80000786
PrefixSum,2,1024,400000000,1,512,334.677,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,1,1024,134.413,417,32,33,352,416,80000786
PrefixSum,2,1024,400000000,1,1024,243.469,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,8,64,238.018,225,16,17,192,224,80000786
PrefixSum,2,1024,400000000,8,64,297.036,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,8,128,102.683,417,32,33,352,416,80000786
PrefixSum,2,1024,400000000,8,128,152.859,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,8,256,57.171,769,64,65,640,768,80000786
PrefixSum,2,1024,400000000,8,256,81.176,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,8,512,40.990,1410,128,130,1152,1409,80000786
PrefixSum,2,1024,400000000,8,512,48.009,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,8,1024,46.452,2563,256,259,2048,2562,80000786
PrefixSum,2,1024,400000000,8,1024,40.134,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,32,64,53.387,769,64,65,640,768,80000786
PrefixSum,2,1024,400000000,32,64,78.953,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,32,128,37.687,1410,128,130,1152,1409,80000786
PrefixSum,2,1024,400000000,32,128,43.775,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,32,256,30.314,2563,256,259,2048,2562,80000786
PrefixSum,2,1024,400000000,32,256,27.663,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,32,512,39.769,4611,512,515,3584,4610,80000786
PrefixSum,2,1024,400000000,32,512,45.524,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,32,1024,79.645,8196,1024,1028,6144,8195,80000786
PrefixSum,2,1024,400000000,32,1024,78.021,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,128,64,41.413,2563,256,259,2048,2562,80000786
PrefixSum,2,1024,400000000,128,64,25.762,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,128,128,87.703,4611,512,515,3584,4610,80000786
PrefixSum,2,1024,400000000,128,128,42.182,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,128,256,36.279,8196,1024,1028,6144,8195,80000786
PrefixSum,2,1024,400000000,128,256,79.677,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,128,512,79.282,14341,2048,2053,10240,14340,80000786
PrefixSum,2,1024,400000000,128,512,71.298,0,0,0,0,0,80000786
WarpLevel,2,1024,400000000,128,1024,157.040,24582,4096,4102,16384,24581,80000786
PrefixSum,2,1024,400000000,128,1024,71.616,0,0,0,0,0,80000786
WarpLevel,5,1024,4000,1,64,0.085,5,2,3,0,4,784
PrefixSum,5,1024,4000,1,64,0.067,0,0,0,0,0,784
WarpLevel,5,1024,4000,1,128,0.087,9,4,5,0,8,784
PrefixSum,5,1024,4000,1,128,0.051,0,0,0,0,0,784
WarpLevel,5,1024,4000,1,256,0.128,17,8,9,0,16,784
PrefixSum,5,1024,4000,1,256,0.083,0,0,0,0,0,784
WarpLevel,5,1024,4000,1,512,0.251,33,16,17,0,32,784
PrefixSum,5,1024,4000,1,512,0.041,0,0,0,0,0,784
WarpLevel,5,1024,4000,1,1024,0.635,65,32,33,0,64,784
PrefixSum,5,1024,4000,1,1024,0.043,0,0,0,0,0,784
WarpLevel,5,1024,4000,8,64,0.139,33,16,17,0,32,784
PrefixSum,5,1024,4000,8,64,0.040,0,0,0,0,0,784
WarpLevel,5,1024,4000,8,128,0.203,65,32,33,0,64,784
PrefixSum,5,1024,4000,8,128,0.040,0,0,0,0,0,784
WarpLevel,5,1024,4000,8,256,0.368,129,64,65,0,128,784
PrefixSum,5,1024,4000,8,256,0.043,0,0,0,0,0,784
WarpLevel,5,1024,4000,8,512,1.179,257,128,129,0,256,784
PrefixSum,5,1024,4000,8,512,0.041,0,0,0,0,0,784
WarpLevel,5,1024,4000,8,1024,2.752,513,256,257,0,512,784
PrefixSum,5,1024,4000,8,1024,0.041,0,0,0,0,0,784
WarpLevel,5,1024,4000,32,64,1.039,129,64,65,0,128,784
PrefixSum,5,1024,4000,32,64,0.043,0,0,0,0,0,784
WarpLevel,5,1024,4000,32,128,1.876,257,128,129,0,256,784
PrefixSum,5,1024,4000,32,128,0.041,0,0,0,0,0,784
WarpLevel,5,1024,4000,32,256,4.175,513,256,257,0,512,784
PrefixSum,5,1024,4000,32,256,0.041,0,0,0,0,0,784
WarpLevel,5,1024,4000,32,512,7.203,1025,512,513,0,1024,784
PrefixSum,5,1024,4000,32,512,0.041,0,0,0,0,0,784
WarpLevel,5,1024,4000,32,1024,8.238,2049,1024,1025,0,2048,784
PrefixSum,5,1024,4000,32,1024,0.041,0,0,0,0,0,784
WarpLevel,5,1024,4000,128,64,19.652,513,256,257,0,512,784
PrefixSum,5,1024,4000,128,64,0.041,0,0,0,0,0,784
WarpLevel,5,1024,4000,128,128,33.868,1025,512,513,0,1024,784
PrefixSum,5,1024,4000,128,128,0.041,0,0,0,0,0,784
WarpLevel,5,1024,4000,128,256,56.627,2049,1024,1025,0,2048,784
PrefixSum,5,1024,4000,128,256,0.046,0,0,0,0,0,784
WarpLevel,5,1024,4000,128,512,39.116,4098,2048,2050,0,4097,784
PrefixSum,5,1024,4000,128,512,0.042,0,0,0,0,0,784
WarpLevel,5,1024,4000,128,1024,11.807,8195,4096,4099,0,8194,784
PrefixSum,5,1024,4000,128,1024,0.043,0,0,0,0,0,784
WarpLevel,5,1024,40000,1,64,0.283,9,2,3,4,8,7962
PrefixSum,5,1024,40000,1,64,0.320,0,0,0,0,0,7962
WarpLevel,5,1024,40000,1,128,0.199,13,4,5,4,12,7962
PrefixSum,5,1024,40000,1,128,0.185,0,0,0,0,0,7962
WarpLevel,5,1024,40000,1,256,0.185,17,8,9,0,16,7962
PrefixSum,5,1024,40000,1,256,0.113,0,0,0,0,0,7962
WarpLevel,5,1024,40000,1,512,0.274,33,16,17,0,32,7962
PrefixSum,5,1024,40000,1,512,0.077,0,0,0,0,0,7962
WarpLevel,5,1024,40000,1,1024,0.637,65,32,33,0,64,7962
PrefixSum,5,1024,40000,1,1024,0.061,0,0,0,0,0,7962
WarpLevel,5,1024,40000,8,64,0.158,33,16,17,0,32,7962
PrefixSum,5,1024,40000,8,64,0.074,0,0,0,0,0,7962
WarpLevel,5,1024,40000,8,128,0.254,65,32,33,0,64,7962
PrefixSum,5,1024,40000,8,128,0.056,0,0,0,0,0,7962
WarpLevel,5,1024,40000,8,256,0.547,129,64,65,0,128,7962
PrefixSum,5,1024,40000,8,256,0.048,0,0,0,0,0,7962
WarpLevel,5,1024,40000,8,512,1.217,257,128,129,0,256,7962
PrefixSum,5,1024,40000,8,512,0.044,0,0,0,0,0,7962
WarpLevel,5,1024,40000,8,1024,2.192,513,256,257,0,512,7962
PrefixSum,5,1024,40000,8,1024,0.042,0,0,0,0,0,7962
WarpLevel,5,1024,40000,32,64,0.969,129,64,65,0,128,7962
PrefixSum,5,1024,40000,32,64,0.047,0,0,0,0,0,7962
WarpLevel,5,1024,40000,32,128,2.216,257,128,129,0,256,7962
PrefixSum,5,1024,40000,32,128,0.044,0,0,0,0,0,7962
WarpLevel,5,1024,40000,32,256,4.791,513,256,257,0,512,7962
PrefixSum,5,1024,40000,32,256,0.042,0,0,0,0,0,7962
WarpLevel,5,1024,40000,32,512,7.201,1025,512,513,0,1024,7962
PrefixSum,5,1024,40000,32,512,0.040,0,0,0,0,0,7962
WarpLevel,5,1024,40000,32,1024,12.940,2049,1024,1025,0,2048,7962
PrefixSum,5,1024,40000,32,1024,0.042,0,0,0,0,0,7962
WarpLevel,5,1024,40000,128,64,21.983,513,256,257,0,512,7962
PrefixSum,5,1024,40000,128,64,0.041,0,0,0,0,0,7962
WarpLevel,5,1024,40000,128,128,33.540,1025,512,513,0,1024,7962
PrefixSum,5,1024,40000,128,128,0.041,0,0,0,0,0,7962
WarpLevel,5,1024,40000,128,256,50.796,2049,1024,1025,0,2048,7962
PrefixSum,5,1024,40000,128,256,0.079,0,0,0,0,0,7962
WarpLevel,5,1024,40000,128,512,40.478,4098,2048,2050,0,4097,7962
PrefixSum,5,1024,40000,128,512,0.042,0,0,0,0,0,7962
WarpLevel,5,1024,40000,128,1024,16.446,8195,4096,4099,0,8194,7962
PrefixSum,5,1024,40000,128,1024,0.043,0,0,0,0,0,7962
WarpLevel,5,1024,4000000,1,64,30.960,21,2,3,16,20,799948
PrefixSum,5,1024,4000000,1,64,53.953,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,1,128,15.619,37,4,5,28,36,799948
PrefixSum,5,1024,4000000,1,128,26.711,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,1,256,8.276,65,8,9,48,64,799948
PrefixSum,5,1024,4000000,1,256,14.201,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,1,512,4.819,113,16,17,80,112,799948
PrefixSum,5,1024,4000000,1,512,7.329,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,1,1024,3.991,193,32,33,128,192,799948
PrefixSum,5,1024,4000000,1,1024,4.293,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,8,64,4.181,113,16,17,80,112,799948
PrefixSum,5,1024,4000000,8,64,6.758,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,8,128,2.594,193,32,33,128,192,799948
PrefixSum,5,1024,4000000,8,128,3.477,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,8,256,2.570,321,64,65,192,320,799948
PrefixSum,5,1024,4000000,8,256,1.874,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,8,512,4.223,513,128,129,256,512,799948
PrefixSum,5,1024,4000000,8,512,1.082,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,8,1024,9.033,1024,256,257,511,1023,799948
PrefixSum,5,1024,4000000,8,1024,0.731,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,32,64,3.523,321,64,65,192,320,799948
PrefixSum,5,1024,4000000,32,64,1.856,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,32,128,4.533,513,128,129,256,512,799948
PrefixSum,5,1024,4000000,32,128,1.018,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,32,256,5.853,1024,256,257,511,1023,799948
PrefixSum,5,1024,4000000,32,256,0.654,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,32,512,9.259,1537,512,513,512,1536,799948
PrefixSum,5,1024,4000000,32,512,0.579,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,32,1024,14.636,2049,1024,1025,0,2048,799948
PrefixSum,5,1024,4000000,32,1024,0.793,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,128,64,17.279,1024,256,257,511,1023,799948
PrefixSum,5,1024,4000000,128,64,0.631,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,128,128,36.474,1537,512,513,512,1536,799948
PrefixSum,5,1024,4000000,128,128,0.558,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,128,256,47.232,2049,1024,1025,0,2048,799948
PrefixSum,5,1024,4000000,128,256,0.790,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,128,512,34.255,4098,2048,2050,0,4097,799948
PrefixSum,5,1024,4000000,128,512,0.473,0,0,0,0,0,799948
WarpLevel,5,1024,4000000,128,1024,21.278,8195,4096,4099,0,8194,799948
PrefixSum,5,1024,4000000,128,1024,0.354,0,0,0,0,0,799948
WarpLevel,5,1024,40000000,1,64,308.785,27,2,3,22,26,8000738
PrefixSum,5,1024,40000000,1,64,536.797,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,1,128,156.090,49,4,5,40,48,8000738
PrefixSum,5,1024,40000000,1,128,273.264,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,1,256,79.772,89,8,9,72,88,8000738
PrefixSum,5,1024,40000000,1,256,136.992,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,1,512,42.440,161,16,17,128,160,8000738
PrefixSum,5,1024,40000000,1,512,73.448,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,1,1024,24.913,289,32,33,224,288,8000738
PrefixSum,5,1024,40000000,1,1024,42.171,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,8,64,39.460,161,16,17,128,160,8000738
PrefixSum,5,1024,40000000,8,64,67.415,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,8,128,20.656,289,32,33,224,288,8000738
PrefixSum,5,1024,40000000,8,128,34.035,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,8,256,12.247,513,64,65,384,512,8000738
PrefixSum,5,1024,40000000,8,256,17.445,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,8,512,10.601,897,128,129,640,896,8000738
PrefixSum,5,1024,40000000,8,512,9.770,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,8,1024,22.668,1538,256,258,1024,1537,8000738
PrefixSum,5,1024,40000000,8,1024,7.488,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,32,64,15.022,513,64,65,384,512,8000738
PrefixSum,5,1024,40000000,32,64,20.280,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,32,128,14.756,897,128,129,640,896,8000738
PrefixSum,5,1024,40000000,32,128,11.478,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,32,256,19.359,1538,256,258,1024,1537,8000738
PrefixSum,5,1024,40000000,32,256,5.975,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,32,512,27.892,3075,512,515,2048,3074,8000738
PrefixSum,5,1024,40000000,32,512,6.153,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,32,1024,71.254,5123,1024,1027,3072,5122,8000738
PrefixSum,5,1024,40000000,32,1024,10.234,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,128,64,48.360,1538,256,258,1024,1537,8000738
PrefixSum,5,1024,40000000,128,64,5.394,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,128,128,59.030,3075,512,515,2048,3074,8000738
PrefixSum,5,1024,40000000,128,128,6.058,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,128,256,132.300,5123,1024,1027,3072,5122,8000738
PrefixSum,5,1024,40000000,128,256,9.505,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,128,512,57.547,8196,2048,2052,4096,8195,8000738
PrefixSum,5,1024,40000000,128,512,9.594,0,0,0,0,0,8000738
WarpLevel,5,1024,40000000,128,1024,45.347,12292,4096,4100,4096,12291,8000738
PrefixSum,5,1024,40000000,128,1024,8.074,0,0,0,0,0,8000738
WarpLevel,5,1024,400000000,1,64,3317.454,35,2,3,30,34,80000786
PrefixSum,5,1024,400000000,1,64,5519.558,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,1,128,1573.525,65,4,5,56,64,80000786
PrefixSum,5,1024,400000000,1,128,2752.111,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,1,256,817.540,121,8,9,104,120,80000786
PrefixSum,5,1024,400000000,1,256,1392.947,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,1,512,405.995,225,16,17,192,224,80000786
PrefixSum,5,1024,400000000,1,512,739.874,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,1,1024,227.160,417,32,33,352,416,80000786
PrefixSum,5,1024,400000000,1,1024,421.836,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,8,64,390.088,225,16,17,192,224,80000786
PrefixSum,5,1024,400000000,8,64,757.114,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,8,128,228.321,417,32,33,352,416,80000786
PrefixSum,5,1024,400000000,8,128,342.239,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,8,256,106.297,769,64,65,640,768,80000786
PrefixSum,5,1024,400000000,8,256,177.063,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,8,512,64.596,1410,128,130,1152,1409,80000786
PrefixSum,5,1024,400000000,8,512,98.032,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,8,1024,61.913,2563,256,259,2048,2562,80000786
PrefixSum,5,1024,400000000,8,1024,79.431,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,32,64,105.252,769,64,65,640,768,80000786
PrefixSum,5,1024,400000000,32,64,174.684,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,32,128,63.798,1410,128,130,1152,1409,80000786
PrefixSum,5,1024,400000000,32,128,93.902,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,32,256,44.392,2563,256,259,2048,2562,80000786
PrefixSum,5,1024,400000000,32,256,56.719,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,32,512,56.309,4611,512,515,3584,4610,80000786
PrefixSum,5,1024,400000000,32,512,67.646,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,32,1024,76.319,8196,1024,1028,6144,8195,80000786
PrefixSum,5,1024,400000000,32,1024,108.052,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,128,64,63.838,2563,256,259,2048,2562,80000786
PrefixSum,5,1024,400000000,128,64,54.390,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,128,128,106.568,4611,512,515,3584,4610,80000786
PrefixSum,5,1024,400000000,128,128,61.988,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,128,256,42.643,8196,1024,1028,6144,8195,80000786
PrefixSum,5,1024,400000000,128,256,101.890,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,128,512,87.213,14341,2048,2053,10240,14340,80000786
PrefixSum,5,1024,400000000,128,512,105.284,0,0,0,0,0,80000786
WarpLevel,5,1024,400000000,128,1024,205.481,24582,4096,4102,16384,24581,80000786
PrefixSum,5,1024,400000000,128,1024,98.071,0,0,0,0,0,80000786
WarpLevel,1,4096,4000,1,64,0.109,5,2,3,0,4,784
PrefixSum,1,4096,4000,1,64,0.066,0,0,0,0,0,784
WarpLevel,1,4096,4000,1,128,0.130,9,4,5,0,8,784
PrefixSum,1,4096,4000,1,128,0.069,0,0,0,0,0,784
WarpLevel,1,4096,4000,1,256,0.140,17,8,9,0,16,784
PrefixSum,1,4096,4000,1,256,0.043,0,0,0,0,0,784
WarpLevel,1,4096,4000,1,512,0.273,33,16,17,0,32,784
PrefixSum,1,4096,4000,1,512,0.042,0,0,0,0,0,784
WarpLevel,1,4096,4000,1,1024,0.739,65,32,33,0,64,784
PrefixSum,1,4096,4000,1,1024,0.042,0,0,0,0,0,784
WarpLevel,1,4096,4000,8,64,0.143,33,16,17,0,32,784
PrefixSum,1,4096,4000,8,64,0.041,0,0,0,0,0,784
WarpLevel,1,4096,4000,8,128,0.199,65,32,33,0,64,784
PrefixSum,1,4096,4000,8,128,0.038,0,0,0,0,0,784
WarpLevel,1,4096,4000,8,256,0.415,129,64,65,0,128,784
PrefixSum,1,4096,4000,8,256,0.045,0,0,0,0,0,784
WarpLevel,1,4096,4000,8,512,1.289,257,128,129,0,256,784
PrefixSum,1,4096,4000,8,512,0.049,0,0,0,0,0,784
WarpLevel,1,4096,4000,8,1024,3.073,513,256,257,0,512,784
PrefixSum,1,4096,4000,8,1024,0.041,0,0,0,0,0,784
WarpLevel,1,4096,4000,32,64,1.073,129,64,65,0,128,784
PrefixSum,1,4096,4000,32,64,0.039,0,0,0,0,0,784
WarpLevel,1,4096,4000,32,128,2.140,257,128,129,0,256,784
PrefixSum,1,4096,4000,32,128,0.039,0,0,0,0,0,784
WarpLevel,1,4096,4000,32,256,4.104,513,256,257,0,512,784
PrefixSum,1,4096,4000,32,256,0.042,0,0,0,0,0,784
WarpLevel,1,4096,4000,32,512,8.824,1025,512,513,0,1024,784
PrefixSum,1,4096,4000,32,512,0.039,0,0,0,0,0,784
WarpLevel,1,4096,4000,32,1024,13.923,2049,1024,1025,0,2048,784
PrefixSum,1,4096,4000,32,1024,0.041,0,0,0,0,0,784
WarpLevel,1,4096,4000,128,64,20.617,513,256,257,0,512,784
PrefixSum,1,4096,4000,128,64,0.038,0,0,0,0,0,784
WarpLevel,1,4096,4000,128,128,40.246,1025,512,513,0,1024,784
PrefixSum,1,4096,4000,128,128,0.039,0,0,0,0,0,784
WarpLevel,1,4096,4000,128,256,47.496,2049,1024,1025,0,2048,784
PrefixSum,1,4096,4000,128,256,0.039,0,0,0,0,0,784
WarpLevel,1,4096,4000,128,512,19.397,4098,2048,2050,0,4097,784
PrefixSum,1,4096,4000,128,512,0.040,0,0,0,0,0,784
WarpLevel,1,4096,4000,128,1024,27.201,8195,4096,4099,0,8194,784
PrefixSum,1,4096,4000,128,1024,0.040,0,0,0,0,0,784
WarpLevel,1,4096,40000,1,64,0.140,5,2,3,0,4,7962
PrefixSum,1,4096,40000,1,64,0.113,0,0,0,0,0,7962
WarpLevel,1,4096,40000,1,128,0.115,9,4,5,0,8,7962
PrefixSum,1,4096,40000,1,128,0.078,0,0,0,0,0,7962
WarpLevel,1,4096,40000,1,256,0.146,17,8,9,0,16,7962
PrefixSum,1,4096,40000,1,256,0.063,0,0,0,0,0,7962
WarpLevel,1,4096,40000,1,512,0.260,33,16,17,0,32,7962
PrefixSum,1,4096,40000,1,512,0.052,0,0,0,0,0,7962
WarpLevel,1,4096,40000,1,1024,0.668,65,32,33,0,64,7962
PrefixSum,1,4096,40000,1,1024,0.048,0,0,0,0,0,7962
WarpLevel,1,4096,40000,8,64,0.142,33,16,17,0,32,7962
PrefixSum,1,4096,40000,8,64,0.049,0,0,0,0,0,7962
WarpLevel,1,4096,40000,8,128,0.243,65,32,33,0,64,7962
PrefixSum,1,4096,40000,8,128,0.043,0,0,0,0,0,7962
WarpLevel,1,4096,40000,8,256,0.429,129,64,65,0,128,7962
PrefixSum,1,4096,40000,8,256,0.042,0,0,0,0,0,7962
WarpLevel,1,4096,40000,8,512,1.167,257,128,129,0,256,7962
PrefixSum,1,4096,40000,8,512,0.040,0,0,0,0,0,7962
WarpLevel,1,4096,40000,8,1024,2.507,513,256,257,0,512,7962
PrefixSum,1,4096,40000,8,1024,0.041,0,0,0,0,0,7962
WarpLevel,1,4096,40000,32,64,0.946,129,64,65,0,128,7962
PrefixSum,1,4096,40000,32,64,0.042,0,0,0,0,0,7962
WarpLevel,1,4096,40000,32,128,2.219,257,128,129,0,256,7962
PrefixSum,1,4096,40000,32,128,0.043,0,0,0,0,0,7962
WarpLevel,1,4096,40000,32,256,4.665,513,256,257,0,512,7962
PrefixSum,1,4096,40000,32,256,0.039,0,0,0,0,0,7962
WarpLevel,1,4096,40000,32,512,8.084,1025,512,513,0,1024,7962
PrefixSum,1,4096,40000,32,512,0.039,0,0,0,0,0,7962
WarpLevel,1,4096,40000,32,1024,12.680,2049,1024,1025,0,2048,7962
PrefixSum,1,4096,40000,32,1024,0.040,0,0,0,0,0,7962
WarpLevel,1,4096,40000,128,64,19.822,513,256,257,0,512,7962
PrefixSum,1,4096,40000,128,64,0.043,0,0,0,0,0,7962
WarpLevel,1,4096,40000,128,128,31.290,1025,512,513,0,1024,7962
PrefixSum,1,4096,40000,128,128,0.038,0,0,0,0,0,7962
WarpLevel,1,4096,40000,128,256,45.795,2049,1024,1025,0,2048,7962
PrefixSum,1,4096,40000,128,256,0.041,0,0,0,0,0,7962
WarpLevel,1,4096,40000,128,512,16.607,4098,2048,2050,0,4097,7962
PrefixSum,1,4096,40000,128,512,0.043,0,0,0,0,0,7962
WarpLevel,1,4096,40000,128,1024,30.991,8195,4096,4099,0,8194,7962
PrefixSum,1,4096,40000,128,1024,0.042,0,0,0,0,0,7962
WarpLevel,1,4096,4000000,1,64,10.787,17,2,3,12,16,799948
PrefixSum,1,4096,4000000,1,64,13.283,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,1,128,5.537,29,4,5,20,28,799948
PrefixSum,1,4096,4000000,1,128,6.594,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,1,256,3.026,49,8,9,32,48,799948
PrefixSum,1,4096,4000000,1,256,3.530,0,0,0,0,0,799948
WarpLevel,1,4096,4000000,1,512,2.004,81,16,17,48,80,799948
PrefixSum,1,4096,4000000,1,512,2.104,0,0,0,0,0,799948
